INPUT_TABLE,,,,,,
Variable ID,,,,,,
GlobalIntTechOMfixed,,,,,,
,,,,,,
sector.name,subsector.name,intermittent.technology,year,input.OM.fixed,OM.fixed,capacity.factor
electricity,offshore wind,offshore wind 1,1975,OM-fixed,35.32332564,0.270515056
electricity,offshore wind,offshore wind 1,1990,OM-fixed,35.32332564,0.270515056
electricity,offshore wind,offshore wind 1,2005,OM-fixed,35.32332564,0.270515056
electricity,offshore wind,offshore wind 1,2010,OM-fixed,35.32332564,0.270515056
electricity,offshore wind,offshore wind 1,2015,OM-fixed,35.32332564,0.270515056
electricity,offshore wind,offshore wind 1,2020,OM-fixed,33.78505178,0.270515056
electricity,offshore wind,offshore wind 1,2025,OM-fixed,32.53164345,0.270515056
electricity,offshore wind,offshore wind 1,2030,OM-fixed,31.39218133,0.270515056
electricity,offshore wind,offshore wind 1,2035,OM-fixed,30.48061164,0.270515056
electricity,offshore wind,offshore wind 1,2040,OM-fixed,29.68298815,0.270515056
electricity,offshore wind,offshore wind 1,2045,OM-fixed,28.94233778,0.270515056
electricity,offshore wind,offshore wind 1,2050,OM-fixed,28.37260672,0.270515056
electricity,offshore wind,offshore wind 1,2055,OM-fixed,27.85984877,0.270515056
electricity,offshore wind,offshore wind 1,2060,OM-fixed,27.40406392,0.270515056
electricity,offshore wind,offshore wind 1,2065,OM-fixed,27.00525218,0.270515056
electricity,offshore wind,offshore wind 1,2070,OM-fixed,26.72038665,0.270515056
electricity,offshore wind,offshore wind 1,2075,OM-fixed,26.43552112,0.270515056
electricity,offshore wind,offshore wind 1,2080,OM-fixed,26.15065559,0.270515056
electricity,offshore wind,offshore wind 1,2085,OM-fixed,25.97973627,0.270515056
electricity,offshore wind,offshore wind 1,2090,OM-fixed,25.80881696,0.270515056
electricity,offshore wind,offshore wind 1,2095,OM-fixed,25.63789764,0.270515056
electricity,offshore wind,offshore wind 1,2100,OM-fixed,25.52395143,0.270515056
