INPUT_TABLE,,,,,
Variable ID,,,,,
GlobalTechOMvar,,,,,
,,,,,
sector.name,subsector.name,technology,year,input.OM.var,OM.var
electricity,offshore wind,offshore_wind_storage_3,1975,OM-var,3.91
electricity,offshore wind,offshore_wind_storage_3,1990,OM-var,3.91
electricity,offshore wind,offshore_wind_storage_3,2005,OM-var,3.91
electricity,offshore wind,offshore_wind_storage_3,2010,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2015,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2020,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2025,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2030,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2035,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2040,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2045,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2050,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2055,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2060,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2065,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2070,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2075,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2080,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2085,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2090,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2095,OM-var,0
electricity,offshore wind,offshore_wind_storage_3,2100,OM-var,0
