INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechMarket,,,,,,
,,,,,,
region,supplysector,subsector,stub.technology,year,minicam.energy.input,market.name
CA,electricity,offshore wind,offshore wind 4,1975,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,1990,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2005,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2010,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2015,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2020,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2025,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2030,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2035,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2040,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2045,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2050,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2055,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2060,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2065,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2070,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2075,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2080,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2085,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2090,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2095,backup_electricity,USA
CA,electricity,offshore wind,offshore wind 4,2100,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,1975,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,1990,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2005,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2010,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2015,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2020,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2025,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2030,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2035,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2040,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2045,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2050,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2055,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2060,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2065,backup_electricity,USA
DE,electricity,offshore wind,offshore wind 4,2070,backup_electricity,USA
