INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCapFactor,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,input.capital,capacity.factor.capital,input.OM.fixed,capacity.factor.OM
CA,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,1975,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,1990,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,2005,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,2010,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,2015,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
ME,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
MA,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
MI,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
NH,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
NY,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
NC,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
OR,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
RI,electricity,offshore wind,offshore wind 5,2020,capital,0.477393335,OM-fixed,0.477393335
CA,electricity,offshore wind,offshore wind 5,2025,capital,0.477393335,OM-fixed,0.477393335
HI,electricity,offshore wind,offshore wind 5,2025,capital,0.477393335,OM-fixed,0.477393335
