INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCapFactor,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,input.capital,capacity.factor.capital,input.OM.fixed,capacity.factor.OM
CA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
CT,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
DE,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
GA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
HI,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
IL,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
IN,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
LA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
ME,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
MD,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
MA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
MI,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
MN,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
NH,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
NJ,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
NY,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
NC,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
OH,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
OR,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
PA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
RI,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
SC,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
TX,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
VA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
WA,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
WI,electricity,offshore wind,offshore wind 2,1975,capital,0.307809159,OM-fixed,0.307809159
CA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
CT,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
DE,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
GA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
HI,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
IL,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
IN,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
LA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
ME,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
MD,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
MA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
MI,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
MN,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
NH,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
NJ,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
NY,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
NC,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
OH,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
OR,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
PA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
RI,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
SC,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
TX,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
VA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
WA,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
WI,electricity,offshore wind,offshore wind 2,1990,capital,0.307809159,OM-fixed,0.307809159
CA,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
CT,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
DE,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
GA,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
HI,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
IL,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
IN,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
LA,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
ME,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
MD,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
MA,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
MI,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
MN,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
NH,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
NJ,electricity,offshore wind,offshore wind 2,2005,capital,0.307809159,OM-fixed,0.307809159
