INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCapFactor,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,input.capital,capacity.factor.capital,input.OM.fixed,capacity.factor.OM
Africa_Eastern,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,1975,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,1990,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2005,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2010,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2015,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2020,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2025,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Canada,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Central America and Caribbean,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
China,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
EU-15,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
European Free Trade Association,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Middle East,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Russia,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
South America_Northern,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
South America_Southern,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Southeast Asia,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Taiwan,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Argentina,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Colombia,electricity,offshore wind,offshore wind c7,2030,capital,0.576728882,OM-fixed,0.576728882
Africa_Eastern,electricity,offshore wind,offshore wind c7,2035,capital,0.576728882,OM-fixed,0.576728882
Africa_Northern,electricity,offshore wind,offshore wind c7,2035,capital,0.576728882,OM-fixed,0.576728882
Africa_Southern,electricity,offshore wind,offshore wind c7,2035,capital,0.576728882,OM-fixed,0.576728882
Africa_Western,electricity,offshore wind,offshore wind c7,2035,capital,0.576728882,OM-fixed,0.576728882
Australia_NZ,electricity,offshore wind,offshore wind c7,2035,capital,0.576728882,OM-fixed,0.576728882
